Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,222.6999969482422,222.6999969482422,222.6999969482422,222.6999969482422,215.76719665527344,98094
2017-09-06,233.8000030517578,233.8000030517578,233.8000030517578,233.8000030517578,226.52166748046875,71690
2017-09-07,245.4499969482422,245.4499969482422,245.4499969482422,245.4499969482422,237.80899047851562,69873
2017-09-08,257.70001220703125,257.70001220703125,233.1999969482422,257.70001220703125,249.6776580810547,933637
2017-09-11,270.0,270.54998779296875,260.0,270.54998779296875,262.1275939941406,224135
2017-09-12,284.04998779296875,284.04998779296875,284.04998779296875,284.04998779296875,275.20733642578125,95691
2017-09-13,298.25,298.25,298.25,298.25,288.96527099609375,122381
2017-09-14,313.1499938964844,313.1499938964844,313.1499938964844,313.1499938964844,303.4014587402344,85368
2017-09-15,328.79998779296875,328.79998779296875,300.0,327.3999938964844,317.20782470703125,538769
2017-09-18,338.0,343.29998779296875,300.0,324.6499938964844,314.5434265136719,668658
2017-09-19,340.0,342.0,329.1000061035156,333.3999938964844,323.0210266113281,406881
2017-09-20,330.0,335.0,310.0,313.20001220703125,303.44989013671875,366623
2017-09-21,312.0,315.6000061035156,291.29998779296875,297.8500061035156,288.5777587890625,358720
2017-09-22,291.3500061035156,293.70001220703125,278.0,278.8999938964844,270.2176513671875,489924
2017-09-25,273.20001220703125,275.0,252.1999969482422,264.6000061035156,256.3628234863281,302657
2017-09-26,263.29998779296875,291.04998779296875,262.25,291.04998779296875,281.98944091796875,468453
2017-09-27,304.3999938964844,320.1499938964844,300.0,319.70001220703125,309.74755859375,927008
2017-09-28,328.0,328.0,310.0,313.3999938964844,303.6436767578125,348137
2017-09-29,313.8999938964844,320.0,305.04998779296875,309.25,299.62286376953125,164324
2017-10-03,315.0,322.0,305.1000061035156,307.20001220703125,297.6366882324219,151103
2017-10-04,310.04998779296875,337.8999938964844,305.20001220703125,337.8999938964844,327.3809814453125,552413
2017-10-05,345.0,371.6499938964844,343.0,371.6499938964844,360.0802917480469,1217889
2017-10-06,379.70001220703125,408.79998779296875,377.0,408.79998779296875,396.0738220214844,731456
2017-10-09,429.20001220703125,429.20001220703125,415.0,429.20001220703125,415.8387451171875,149557
2017-10-10,450.6499938964844,450.6499938964844,407.75,412.70001220703125,399.8523864746094,1102298
2017-10-11,414.0,419.0,392.1000061035156,395.75,383.4300537109375,483071
2017-10-12,395.0,415.5,395.0,415.5,402.5652160644531,604031
2017-10-13,423.95001220703125,436.25,423.0,436.25,422.66925048828125,500703
2017-10-16,444.29998779296875,458.04998779296875,444.29998779296875,458.04998779296875,443.79058837890625,587622
2017-10-17,474.0,480.95001220703125,450.1000061035156,461.3500061035156,446.9878845214844,1049403
2017-10-18,458.0,484.3999938964844,440.20001220703125,450.75,436.7178649902344,906887
2017-10-19,458.3999938964844,468.0,454.95001220703125,458.8999938964844,444.6141662597656,156243
2017-10-23,465.0,469.95001220703125,437.20001220703125,439.3500061035156,425.6727600097656,345290
2017-10-24,451.0,451.0,422.3999938964844,426.6000061035156,413.3196716308594,291110
2017-10-25,438.0,438.0,406.1000061035156,408.3500061035156,395.6378173828125,258301
2017-10-26,402.1000061035156,428.75,387.95001220703125,428.25,414.91827392578125,718019
2017-10-27,432.0,439.3999938964844,415.0,419.79998779296875,406.7313537597656,399005
2017-10-30,424.0,430.04998779296875,418.0,419.75,406.68292236328125,140932
2017-10-31,421.0,425.0,412.1000061035156,416.3500061035156,403.3887634277344,108783
2017-11-01,419.1000061035156,425.0,413.70001220703125,415.20001220703125,402.27459716796875,122295
2017-11-02,415.0,434.0,414.04998779296875,425.75,412.4961853027344,213793
2017-11-03,429.70001220703125,429.70001220703125,417.0,418.79998779296875,405.7624816894531,116248
2017-11-06,417.95001220703125,439.70001220703125,413.25,439.70001220703125,426.0118713378906,197586
2017-11-07,461.6499938964844,461.6499938964844,442.0,461.6499938964844,447.2785339355469,626282
2017-11-08,468.8999938964844,480.0,450.04998779296875,453.6000061035156,439.47918701171875,347870
2017-11-09,460.1000061035156,467.0,450.1000061035156,457.1000061035156,442.8702087402344,122209
2017-11-10,458.3999938964844,460.3500061035156,444.95001220703125,449.95001220703125,435.9427795410156,97688
2017-11-13,459.70001220703125,472.3999938964844,456.0,471.1499938964844,456.4827880859375,413574
2017-11-14,480.0,481.95001220703125,456.0,461.95001220703125,447.5692138671875,279595
2017-11-15,485.0,485.0,475.0,485.0,469.9016418457031,444123
2017-11-16,509.25,509.25,496.1000061035156,509.25,493.3967590332031,533720
2017-11-17,529.4000244140625,534.7000122070312,525.0,534.7000122070312,518.054443359375,217937
2017-11-20,560.0,561.4000244140625,554.7999877929688,561.4000244140625,543.92333984375,67346
2017-11-21,589.4500122070312,589.4500122070312,589.4500122070312,589.4500122070312,571.1000366210938,19998
2017-11-22,618.9000244140625,618.9000244140625,570.2999877929688,608.5999755859375,589.6538696289062,1525182
2017-11-23,614.0,616.9500122070312,582.0,585.25,567.0308227539062,354041
2017-11-24,585.0,614.5,560.25,610.7000122070312,591.6885375976562,838029
2017-11-27,626.0,641.2000122070312,625.0,641.2000122070312,621.2390747070312,263033
2017-11-28,671.7000122070312,673.25,664.9000244140625,673.25,652.291259765625,79925
2017-11-29,702.0,706.9000244140625,683.6500244140625,706.9000244140625,684.893798828125,845337
2017-11-30,728.0,742.2000122070312,714.0,742.2000122070312,719.0947875976562,476008
2017-12-01,779.2999877929688,779.2999877929688,779.2999877929688,779.2999877929688,755.0399169921875,170399
2017-12-04,810.0,818.25,780.0999755859375,818.25,792.77734375,582213
2017-12-05,843.0,859.1500244140625,813.0999755859375,859.1500244140625,832.4041748046875,765695
2017-12-06,902.0999755859375,902.0999755859375,880.0,901.25,873.1934814453125,706841
2017-12-07,923.0,939.0,856.2000122070312,856.2000122070312,829.5459594726562,1065558
2017-12-08,813.4000244140625,825.0,813.4000244140625,813.4000244140625,788.0784301757812,66872
2017-12-11,772.75,772.75,772.75,772.75,748.69384765625,14103
2017-12-12,734.1500244140625,734.1500244140625,734.1500244140625,734.1500244140625,711.2954711914062,9281
2017-12-13,711.0999755859375,770.8499755859375,706.6500244140625,770.8499755859375,746.8529052734375,911088
2017-12-14,809.3499755859375,809.3499755859375,809.3499755859375,809.3499755859375,784.1543579101562,51200
2017-12-15,849.7999877929688,849.7999877929688,849.7999877929688,849.7999877929688,823.3451538085938,28287
2017-12-18,840.0,892.25,807.3499755859375,892.25,864.4736938476562,581941
2017-12-19,919.0,936.8499755859375,856.5999755859375,898.7999877929688,870.81982421875,1776394
2017-12-20,914.0,914.0,860.0,866.5499877929688,839.57373046875,362891
2017-12-21,856.0,883.0,823.25,829.1500244140625,803.3380737304688,448439
2017-12-22,826.0,870.5999755859375,821.2999877929688,837.75,811.6703491210938,403481
2017-12-26,843.9000244140625,860.0,828.0,830.0,804.1615600585938,226198
2017-12-27,833.25,837.9500122070312,792.5999755859375,800.1500244140625,775.2409057617188,322241
2017-12-28,796.0,840.1500244140625,770.4000244140625,840.1500244140625,813.9956665039062,677317
2017-12-29,868.4000244140625,868.4000244140625,835.0,841.6500244140625,815.4489135742188,417981
2018-01-01,844.0,855.0,820.0,830.0499877929688,804.2100219726562,162743
2018-01-02,830.25,838.8499755859375,810.0,812.4500122070312,787.157958984375,180758
2018-01-03,813.0499877929688,839.0,805.0,813.2999877929688,787.9813842773438,291476
2018-01-04,813.0,829.0,806.0,810.0499877929688,784.8326416015625,154507
2018-01-05,816.0,831.7999877929688,806.8499755859375,809.5499877929688,784.3482666015625,253432
2018-01-08,814.0,823.5499877929688,804.7000122070312,807.5,782.3619995117188,138804
2018-01-09,810.0999755859375,814.4000244140625,790.0,794.2000122070312,769.47607421875,141765
2018-01-10,800.0,808.2000122070312,771.0999755859375,780.7999877929688,756.4931640625,136998
2018-01-11,780.7999877929688,797.3499755859375,751.0,781.1500244140625,756.8323974609375,260146
2018-01-12,787.0,820.2000122070312,780.1500244140625,794.3499755859375,769.621337890625,415040
2018-01-15,800.0999755859375,805.9000244140625,781.9500122070312,784.6500244140625,760.2233276367188,123842
2018-01-16,786.0,791.6500244140625,755.0,756.9500122070312,733.3856811523438,160571
2018-01-17,757.0499877929688,790.0,719.1500244140625,775.5,751.3582763671875,502641
2018-01-18,785.0,804.9500122070312,740.2999877929688,745.2000122070312,722.00146484375,309211
2018-01-19,750.0,758.9000244140625,730.0,738.5499877929688,715.5584716796875,134516
2018-01-22,740.0,761.7999877929688,730.0,740.0999755859375,717.060302734375,144911
2018-01-23,735.0999755859375,747.7999877929688,718.7999877929688,723.1500244140625,700.6380004882812,127394
